id,directory_id,name,type,required,relation_id,created_at,updated_at,metadata
4c3b96d0-7bbf-4ef1-b0b3-fa664f213c66,0236825c-83fb-458b-bbd9-b1ca96aca3d1,Familiya,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": true, ""isVisibleOnTable"": true}"
0e3e0e9a-69a3-4fbf-81f7-24d1b56367fb,0236825c-83fb-458b-bbd9-b1ca96aca3d1,Email,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": true, ""isVisibleOnTable"": true}"
649157ed-29c5-434f-804f-b0b173c99737,0236825c-83fb-458b-bbd9-b1ca96aca3d1,Telefon,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": false, ""isVisibleOnTable"": true}"
cbf6d82f-be02-4b66-a761-e4b93dc51c63,0236825c-83fb-458b-bbd9-b1ca96aca3d1,Rol,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": true, ""isVisibleOnTable"": true}"
64374499-73a1-4580-b3fb-bf808b9381be,0236825c-83fb-458b-bbd9-b1ca96aca3d1,Faol,bool,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 7, ""isRequired"": true, ""isVisibleOnTable"": true}"
d46a0c18-b93f-41be-858f-8dbf473f789f,0236825c-83fb-458b-bbd9-b1ca96aca3d1,Yaratilgan sana,datetime,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 8, ""isRequired"": false, ""isVisibleOnTable"": false}"
dcefc0be-80b3-4e6a-8b00-9e06ae58ae38,fcafd954-5250-4421-982a-04d351817a1f,Sozlama nomi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
aaa858f2-8415-4385-b525-b63b003eec5a,fcafd954-5250-4421-982a-04d351817a1f,Qiymat,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
92da3dca-9c89-4b24-8351-3d0ad349dc0e,fcafd954-5250-4421-982a-04d351817a1f,Tavsif,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": false, ""isVisibleOnTable"": true}"
3003c5dc-56a1-406c-b6eb-87d3a1839865,fcafd954-5250-4421-982a-04d351817a1f,Kategoriya,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": true, ""isVisibleOnTable"": true}"
565f9c31-cece-4baf-886d-7a2b6a4b1184,fcafd954-5250-4421-982a-04d351817a1f,Faol,bool,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": true, ""isVisibleOnTable"": true}"
c72577a8-65cd-49a1-aed8-ba342acc0af3,8aaed09c-362f-4a16-8d5c-b72b5cc96591,Log ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
ad4f7ef7-d73d-4524-9800-e30f9f1d2887,8aaed09c-362f-4a16-8d5c-b72b5cc96591,Foydalanuvchi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": false, ""isVisibleOnTable"": true}"
e04ef4f2-77a4-48c8-8251-e1f118c2535d,8aaed09c-362f-4a16-8d5c-b72b5cc96591,Amal,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": true, ""isVisibleOnTable"": true}"
e6501e44-96f3-434a-88a5-7923913a4968,8aaed09c-362f-4a16-8d5c-b72b5cc96591,Ma'lumot,json,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": false, ""isVisibleOnTable"": false}"
c02bc467-3f92-4146-9796-530b1be29bb1,8aaed09c-362f-4a16-8d5c-b72b5cc96591,IP manzil,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": false, ""isVisibleOnTable"": true}"
57159f78-9353-497e-9194-d6adb93898db,8aaed09c-362f-4a16-8d5c-b72b5cc96591,Sana,datetime,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": true, ""isVisibleOnTable"": true}"
29055c06-53a1-4ced-ab4b-fe74217a987e,cf7aed22-d6aa-4b56-b053-1bcf0d058064,Xodim ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
23a3ad07-fdd9-46a8-8bf8-7b4085b526a3,cf7aed22-d6aa-4b56-b053-1bcf0d058064,Ism,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
eeeaffdf-2cb3-4cdf-81d0-80a9a56a8c8b,cf7aed22-d6aa-4b56-b053-1bcf0d058064,Familiya,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": true, ""isVisibleOnTable"": true}"
b4703676-635c-4210-a06e-2d026dc7faea,cf7aed22-d6aa-4b56-b053-1bcf0d058064,Otasining ismi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": false, ""isVisibleOnTable"": true}"
36ec54f6-f65e-4c04-89c5-df220becd6f5,cf7aed22-d6aa-4b56-b053-1bcf0d058064,Tug'ilgan sana,date,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": false, ""isVisibleOnTable"": true}"
79343929-9f60-4465-bfce-83f3e0084a12,cf7aed22-d6aa-4b56-b053-1bcf0d058064,Telefon,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": true, ""isVisibleOnTable"": true}"
26117cd2-e1fd-4c39-abd7-d7d70f20d0c2,cf7aed22-d6aa-4b56-b053-1bcf0d058064,Email,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 7, ""isRequired"": false, ""isVisibleOnTable"": true}"
27a74330-5753-4a7f-b57a-c6a8dd5187a9,cf7aed22-d6aa-4b56-b053-1bcf0d058064,Manzil,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 8, ""isRequired"": false, ""isVisibleOnTable"": false}"
aac666e4-59b4-40eb-81a0-576f41506510,cf7aed22-d6aa-4b56-b053-1bcf0d058064,Lavozim,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 9, ""isRequired"": true, ""isVisibleOnTable"": true}"
3a780a67-7e29-4613-bba8-7372ac0b60d3,cf7aed22-d6aa-4b56-b053-1bcf0d058064,Bo'lim,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 10, ""isRequired"": false, ""isVisibleOnTable"": true}"
ae47ee62-bda7-4e2b-9250-b5156e514e7c,cf7aed22-d6aa-4b56-b053-1bcf0d058064,Ishga qabul qilingan sana,date,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 11, ""isRequired"": false, ""isVisibleOnTable"": true}"
bc55e4e9-5905-44a8-98dc-9fe63b396721,cf7aed22-d6aa-4b56-b053-1bcf0d058064,Maosh,decimal,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 12, ""isRequired"": false, ""isVisibleOnTable"": false}"
43cc1c6f-cd9d-4ccc-9c98-0e91e4f73711,cf7aed22-d6aa-4b56-b053-1bcf0d058064,Faol,bool,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 13, ""isRequired"": true, ""isVisibleOnTable"": true}"
6de53290-9ccd-4c45-a913-39486162d946,d1e98545-489f-4bc2-a372-ec8bf276e023,Mijoz ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
9bb5419e-a042-4d7c-a01d-74737277fd15,d1e98545-489f-4bc2-a372-ec8bf276e023,Kompaniya nomi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
9f000883-8d58-45d7-8136-03dd2aa2f6da,d1e98545-489f-4bc2-a372-ec8bf276e023,Direktor,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": false, ""isVisibleOnTable"": true}"
089515c5-8daa-4fe9-a7dd-d7e11f150703,d1e98545-489f-4bc2-a372-ec8bf276e023,Telefon,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": true, ""isVisibleOnTable"": true}"
99484d21-cced-41a9-96f0-c527bc0d5a4d,d1e98545-489f-4bc2-a372-ec8bf276e023,Email,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": false, ""isVisibleOnTable"": true}"
841bbaff-307c-46a8-8a68-77482bc1202f,d1e98545-489f-4bc2-a372-ec8bf276e023,Manzil,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": false, ""isVisibleOnTable"": true}"
ecba5bb9-084c-41af-a936-0b743df04fcc,d1e98545-489f-4bc2-a372-ec8bf276e023,INN,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 7, ""isRequired"": false, ""isVisibleOnTable"": true}"
32aceed9-ff6d-4a28-b7a0-7a593a09c80c,d1e98545-489f-4bc2-a372-ec8bf276e023,Bank ma'lumotlari,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 8, ""isRequired"": false, ""isVisibleOnTable"": false}"
c85e46d9-93cc-42f6-af90-1ca515a1c0f8,d1e98545-489f-4bc2-a372-ec8bf276e023,Shartnoma raqami,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 9, ""isRequired"": false, ""isVisibleOnTable"": true}"
fe3458e9-28a9-45f2-96d2-45ab903ed2c7,d1e98545-489f-4bc2-a372-ec8bf276e023,Shartnoma sanasi,date,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 10, ""isRequired"": false, ""isVisibleOnTable"": true}"
20c0d186-2f82-4081-a447-475f9c13bff2,d1e98545-489f-4bc2-a372-ec8bf276e023,Kredit limiti,decimal,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 11, ""isRequired"": false, ""isVisibleOnTable"": true}"
d32544e5-945d-48f6-9ad5-efb02f06e264,d1e98545-489f-4bc2-a372-ec8bf276e023,Faol,bool,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 12, ""isRequired"": true, ""isVisibleOnTable"": true}"
833e2e1a-1b96-442a-add5-59b642a6d928,9e939ab6-fc74-4847-9a7e-ed6560c658c4,Tashkilot ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
09a23395-4c2c-436a-abf2-bec8233951e5,9e939ab6-fc74-4847-9a7e-ed6560c658c4,Tashkilot nomi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
b12e6a00-b255-4ba2-a4d9-92743916d6bc,9e939ab6-fc74-4847-9a7e-ed6560c658c4,Tashkilot turi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": true, ""isVisibleOnTable"": true}"
c14ad176-5606-48e3-92a1-a3d4380a2953,9e939ab6-fc74-4847-9a7e-ed6560c658c4,Direktor,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": false, ""isVisibleOnTable"": true}"
143236ea-97c1-4d11-8970-666bb9e83828,9e939ab6-fc74-4847-9a7e-ed6560c658c4,Telefon,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": true, ""isVisibleOnTable"": true}"
0adf3121-7e90-4dbf-8064-36d64b6a31c6,9e939ab6-fc74-4847-9a7e-ed6560c658c4,Email,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": false, ""isVisibleOnTable"": true}"
5fadc9b3-3c04-4dcf-acbb-4bec903b1fa9,9e939ab6-fc74-4847-9a7e-ed6560c658c4,Manzil,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 7, ""isRequired"": false, ""isVisibleOnTable"": true}"
9476948f-3d42-4266-9db8-1cbb84b84d0b,9e939ab6-fc74-4847-9a7e-ed6560c658c4,INN,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 8, ""isRequired"": false, ""isVisibleOnTable"": true}"
f8864d89-d035-4f58-b658-b26a898f902a,9e939ab6-fc74-4847-9a7e-ed6560c658c4,Shartnoma raqami,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 9, ""isRequired"": false, ""isVisibleOnTable"": true}"
f50c1b3e-eaa2-4a4e-a8c6-03200030e022,9e939ab6-fc74-4847-9a7e-ed6560c658c4,Faol,bool,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 10, ""isRequired"": true, ""isVisibleOnTable"": true}"
858da648-1e63-4efd-9584-c2f679f36766,788cfffa-60f1-4c63-837a-1b2f06ed8fd3,Loyiha ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
d2f004b4-2325-4eda-a31f-ac865756311a,788cfffa-60f1-4c63-837a-1b2f06ed8fd3,Loyiha nomi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
2d22bfa9-44ed-4c64-baa9-353428f09645,788cfffa-60f1-4c63-837a-1b2f06ed8fd3,Tavsif,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": false, ""isVisibleOnTable"": true}"
ee56fb26-8e6c-4f8f-9df9-04e2ec443120,788cfffa-60f1-4c63-837a-1b2f06ed8fd3,Mijoz,relation,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": false, ""isVisibleOnTable"": true}"
717b7722-97d5-4110-9cec-3b081a8f0aeb,788cfffa-60f1-4c63-837a-1b2f06ed8fd3,Boshlash sanasi,date,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": false, ""isVisibleOnTable"": true}"
00ec46d9-44a0-4037-a44b-83d23500e7e9,788cfffa-60f1-4c63-837a-1b2f06ed8fd3,Tugash sanasi,date,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": false, ""isVisibleOnTable"": true}"
f769c1b0-9329-4e54-b7ee-9026a43de933,788cfffa-60f1-4c63-837a-1b2f06ed8fd3,Holat,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 7, ""isRequired"": true, ""isVisibleOnTable"": true}"
5cc1dee7-637e-4311-9c01-594848813711,788cfffa-60f1-4c63-837a-1b2f06ed8fd3,Byudjet,decimal,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 8, ""isRequired"": false, ""isVisibleOnTable"": true}"
02e7a9b7-26a3-4dcb-b41a-e2cbfff05180,788cfffa-60f1-4c63-837a-1b2f06ed8fd3,Loyiha rahbari,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 9, ""isRequired"": false, ""isVisibleOnTable"": true}"
a1b5246f-a60b-47bd-9dc2-dadb44e898ca,788cfffa-60f1-4c63-837a-1b2f06ed8fd3,Faol,bool,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 10, ""isRequired"": true, ""isVisibleOnTable"": true}"
9303677c-5442-4fe8-8466-9f15cd95eff7,8df12f77-7bfc-49f3-8037-f962fcc6275d,Operatsiya ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
f9583f12-322d-4185-8433-f864e6c85718,8df12f77-7bfc-49f3-8037-f962fcc6275d,Operatsiya turi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
b480cf95-d48a-459c-9976-1b89fd8a59b7,8df12f77-7bfc-49f3-8037-f962fcc6275d,Summa,decimal,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": true, ""isVisibleOnTable"": true}"
dc7cfe9a-89cd-4c4d-b0f6-25142af0724a,8df12f77-7bfc-49f3-8037-f962fcc6275d,Valyuta,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": true, ""isVisibleOnTable"": true}"
35ebbe75-a5f8-4220-bf28-3f11d46c374b,8df12f77-7bfc-49f3-8037-f962fcc6275d,Kassa xodimi,relation,f,f2d8dd70-3b0d-49af-ac0a-192a4bd61d1a,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": true, ""isVisibleOnTable"": true}"
65091d56-2e0e-4124-a765-0aafe17f0b5f,8df12f77-7bfc-49f3-8037-f962fcc6275d,Izoh,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": false, ""isVisibleOnTable"": true}"
c9a01b0b-9fd6-4b7f-bda9-14f94eb1cace,8df12f77-7bfc-49f3-8037-f962fcc6275d,Sana va vaqt,datetime,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 7, ""isRequired"": true, ""isVisibleOnTable"": true}"
f4286bd4-aa62-464a-889f-1d51038ec59f,f2d8dd70-3b0d-49af-ac0a-192a4bd61d1a,Xodim ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
5c4f5307-66b8-47ae-95e9-aab4b724f04e,f2d8dd70-3b0d-49af-ac0a-192a4bd61d1a,Ism,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
fd69968b-abad-4e84-9e75-a5560e681b34,f2d8dd70-3b0d-49af-ac0a-192a4bd61d1a,Familiya,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": true, ""isVisibleOnTable"": true}"
c67520a8-fc6e-4508-9374-7be5a937f393,f2d8dd70-3b0d-49af-ac0a-192a4bd61d1a,Telefon,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": true, ""isVisibleOnTable"": true}"
9e2465d5-233d-4d96-9609-48d46320923d,f2d8dd70-3b0d-49af-ac0a-192a4bd61d1a,Kassa ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": true, ""isVisibleOnTable"": true}"
d03f3aea-436d-4290-ad39-8c050657578a,f2d8dd70-3b0d-49af-ac0a-192a4bd61d1a,Faol,bool,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": true, ""isVisibleOnTable"": true}"
d0bc9d84-7a39-4297-9136-f281a6385e3d,4ab12e1e-9900-402e-b05c-cf719bb3c595,Sotuv ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
b82e0213-797e-4fa4-82d8-52cdee481a8a,4ab12e1e-9900-402e-b05c-cf719bb3c595,Sotuv raqami,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
f770891f-5e35-44c1-929f-d50cffe4d564,4ab12e1e-9900-402e-b05c-cf719bb3c595,Mijoz,relation,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": false, ""isVisibleOnTable"": true}"
5dded59a-017f-4396-b1a1-7045af3e8aca,4ab12e1e-9900-402e-b05c-cf719bb3c595,Sana,date,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": true, ""isVisibleOnTable"": true}"
5fa622c7-413a-4778-9917-6801ec376163,4ab12e1e-9900-402e-b05c-cf719bb3c595,Jami summa,decimal,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": true, ""isVisibleOnTable"": true}"
dbcd9005-c6fe-41e9-b3bb-cfdb5246f749,4ab12e1e-9900-402e-b05c-cf719bb3c595,Valyuta,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": true, ""isVisibleOnTable"": true}"
15c047fd-710f-4a62-8810-009777932f8e,4ab12e1e-9900-402e-b05c-cf719bb3c595,To'lov turi,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 7, ""isRequired"": true, ""isVisibleOnTable"": true}"
e19f4c1f-1d07-4c3c-bf03-47b339526cff,4ab12e1e-9900-402e-b05c-cf719bb3c595,Holat,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 8, ""isRequired"": true, ""isVisibleOnTable"": true}"
6c7081d4-563e-47cf-baff-df00b7d7bf98,4ab12e1e-9900-402e-b05c-cf719bb3c595,Izoh,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 9, ""isRequired"": false, ""isVisibleOnTable"": false}"
8b6edbcd-e1b7-4e38-8d13-9a991329395a,88b1e248-9342-4efe-8c65-3b67df4ee55f,Buyurtma ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
9e83b256-6444-4a8f-8beb-6578f26ad756,88b1e248-9342-4efe-8c65-3b67df4ee55f,Buyurtma raqami,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
322e6efb-16f6-4dc3-85a6-73aeb8b79a40,88b1e248-9342-4efe-8c65-3b67df4ee55f,Mijoz,relation,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": true, ""isVisibleOnTable"": true}"
45c6adc5-783d-4ccc-93e6-2807e814f213,88b1e248-9342-4efe-8c65-3b67df4ee55f,Sana,date,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": true, ""isVisibleOnTable"": true}"
39921ace-6fdd-412d-b8c3-3857bccd6838,88b1e248-9342-4efe-8c65-3b67df4ee55f,Yetkazib berish sanasi,date,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": false, ""isVisibleOnTable"": true}"
cd2031f7-bc01-4322-b686-658ab2fcb031,88b1e248-9342-4efe-8c65-3b67df4ee55f,Jami summa,decimal,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": true, ""isVisibleOnTable"": true}"
9cfa554e-6ffd-4814-ba6a-ea6381fd5676,88b1e248-9342-4efe-8c65-3b67df4ee55f,Holat,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 7, ""isRequired"": true, ""isVisibleOnTable"": true}"
a161686e-c4cc-4a9f-bcf4-6691af866923,88b1e248-9342-4efe-8c65-3b67df4ee55f,Izoh,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 8, ""isRequired"": false, ""isVisibleOnTable"": false}"
d2b1cb7d-b42b-4d1e-a106-08c36337d9b6,91617c49-3ab8-4b42-9064-cf13aba59d2f,Foydalanuvchi ID,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 1, ""isRequired"": true, ""isVisibleOnTable"": true}"
88aac789-bc7c-4301-b96e-72946f8652bd,91617c49-3ab8-4b42-9064-cf13aba59d2f,Ism,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 2, ""isRequired"": true, ""isVisibleOnTable"": true}"
1649b488-c8d8-4acb-a28f-c06cd6ab3018,91617c49-3ab8-4b42-9064-cf13aba59d2f,Familiya,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 3, ""isRequired"": true, ""isVisibleOnTable"": true}"
46ef7c9c-34d0-426d-b180-29f66f65c14d,91617c49-3ab8-4b42-9064-cf13aba59d2f,Email,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 4, ""isRequired"": true, ""isVisibleOnTable"": true}"
a420edd6-22ab-437d-9f9e-6849e1e279aa,91617c49-3ab8-4b42-9064-cf13aba59d2f,Telefon,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 5, ""isRequired"": false, ""isVisibleOnTable"": true}"
41771af9-f948-4adf-9d52-78d31816f1da,91617c49-3ab8-4b42-9064-cf13aba59d2f,Rol,text,f,,2025-08-07 15:43:38.659+05,2025-08-07 15:43:38.659+05,"{""fieldOrder"": 6, ""isRequired"": true, ""isVisibleOnTable"": true}"
